status_id;text
1377595596987596804;@RuleByLogic @Yexital @MartinJBern @MashaKristina @jimdtweet @25_cycle @earthtoimani @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles It's some disturbed guy and his twenty sockpuppet accounts...
1377600633696628737;@drochir_thonnuk @LacosteSomalia @MartinJBern @25_cycle @RuleByLogic @earthtoimani @PeterDClack @Tark4Real @Robert76907841 @jimdtweet @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles @Anna98831 They won't be around for long...
1377595320176099328;@LacosteSomalia @MartinJBern @25_cycle @RuleByLogic @earthtoimani @PeterDClack @Tark4Real @Robert76907841 @jimdtweet @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles @Anna98831 You sound like a white supremacist. 🤮
1377528170577022976;"@swcrisis @RegimeChangeBC @caerbannog666 @CalgaryPatty @jimdtweet @BubbasRanch @Schrdin79008382 @RoyPentland @PeterDClack @ejwwest @priscian @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @JimFish56837379 @NoelTurner194 @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @WilliamMarsWard @Robert76907841 @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @25_cycle @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @MartinJBern @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles @Anna98831 ? I'm confused why this has been brought up? Who has been using carbon dating in the atmosphere?

Is it a comment from an account that has blocked me?"
1377591461252890629;"@drochir_thonnuk @MashaKristina @Yexital @eraandsihk @Katyaagolden @LacosteSomalia @ImOutOfCookies @swcrisis @jimdtweet @Feaudamentals @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal TBF you should have put ""does any ONE of you speak English""

But I get your point. They just spam nonsense without any real conversation."
1377599678804594695;"@eraandsihk @drochir_thonnuk @MashaKristina @Yexital @Katyaagolden @LacosteSomalia @ImOutOfCookies @swcrisis @jimdtweet @Feaudamentals @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal What are you 6?

No one uses the word snitch out of school and gangs.

Grow up."
1377599812758081537;@MashaKristina @Feaudamentals @drochir_thonnuk @eraandsihk @Katyaagolden @LacosteSomalia @ImOutOfCookies @swcrisis @jimdtweet @Yexital @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal Tedious troll 👍
1377599088439476228;@MashaKristina @drochir_thonnuk @eraandsihk @Katyaagolden @LacosteSomalia @ImOutOfCookies @swcrisis @jimdtweet @Yexital @Feaudamentals @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal He said the last one. It was very clear. That's why he accuses you of not understanding English, but it's pretty clear you're just a troll.
1377426604389961729;@25_cycle @earthtoimani @LacosteSomalia @MartinJBern @PeterDClack @Tark4Real @Robert76907841 @jimdtweet @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles @Anna98831 They sound delightful!
1377600564213641221;@ImOutOfCookies @eraandsihk @drochir_thonnuk @MashaKristina @Yexital @Katyaagolden @LacosteSomalia @swcrisis @jimdtweet @Feaudamentals @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal Yes I'm from NATO. You got me 🙄
1377590385954930692;@Yexital @MartinJBern @MashaKristina @jimdtweet @25_cycle @earthtoimani @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles There's nothing wrong with those tweets. Not that you and your weird friends seem to care.
1377599295461978114;"@Feaudamentals @MashaKristina @drochir_thonnuk @eraandsihk @Katyaagolden @LacosteSomalia @ImOutOfCookies @swcrisis @jimdtweet @Yexital @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal Except he asked for the word to be completed 🤦‍♂️

You really are tedious."
1377600450447441925;"@MashaKristina @drochir_thonnuk @eraandsihk @Katyaagolden @LacosteSomalia @ImOutOfCookies @swcrisis @jimdtweet @Yexital @Feaudamentals @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal Nope. He didn't say it was a word. He said it was an incomplete word.

Just like egg is a word, but if my ""g"" key on my keyboard is broken, then my word would be incomplete.

I'm not going to explain this any further. Get a life, cus this one you're leading is really sad."
1377600474480836609;@moregamespls Those tomatoes look top notch!
1377468511778398209;@Yexital @eraandsihk @LacosteSomalia @jimdtweet @Feaudamentals @earthtoimani @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk Ghana is probably foreign in his vocabulary
1377439060738797570;@earthtoimani @Feaudamentals @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @jimdtweet @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles His brain was replaced with porridge that’s he exists the way he does
1377444951181692935;@LacosteSomalia @jimdtweet @Yexital @earthtoimani @Feaudamentals @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade He took it in like big floyd 😂😂😂#ICantBreathe
1377465802325168131;@LacosteSomalia @jimdtweet @Feaudamentals @Yexital @eraandsihk @earthtoimani @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk He should send a perfect screenshot showing that he used a Ghanaian IP
1377600325213945858;"@RuleByLogic @eraandsihk @drochir_thonnuk @MashaKristina @Yexital @Katyaagolden @LacosteSomalia @swcrisis @jimdtweet @Feaudamentals @earthtoimani @MartinJBern @25_cycle @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal You are obviously someone from NATO.

So out of touch"
1377471707078930436;"@jimdtweet @MashaKristina @Yexital @eraandsihk @LacosteSomalia @Feaudamentals @earthtoimani @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a You do get people’s account suspended so what do you think the reaction would be

Still waiting on that answer btw"
1377561778033414145;"@MashaKristina @swcrisis @jimdtweet @Yexital @eraandsihk @LacosteSomalia @Feaudamentals @earthtoimani @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a Wow asking someone to prove Kelvin is metric with Ghanaian sources is apparently abusing someone 

Whenever his daughter eats ice cream that’s fucking murder I tell you 😂😂😂😂"
1377440188012625921;@earthtoimani @Feaudamentals @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @jimdtweet @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk @NeasdenParade @AniaSokolovIII @AndryGiles And he can’t even understand it to it’s fullest. The amount of typos he has are just unbearable and low IQ
1377467723509301248;@LacosteSomalia @jimdtweet @Feaudamentals @Yexital @eraandsihk @earthtoimani @MartinJBern @25_cycle @RuleByLogic @PeterDClack @Tark4Real @Robert76907841 @BubbasRanch @RegimeChangeBC @NoelTurner194 @WilliamMarsWard @drolkrad_ehT @Kenneth72712993 @GoodCollie @jgorman2424 @caerbannog666 @JimFish56837379 @priscian @d_e_mol @ScienceJustWins @bobathon @KritzoVenter @ejwwest @NikolovScience @w44xc555 @AffitThro @GeraldKutney @DawnTJ90 @Kaya78229577 @RoyPentland @jch_of @WhompyWombat @swcrisis @sueytonius @Syzygy91977728 @MedBennett @thinks_about_it @GreyTonka @ThatguyMethod @erikfrijns @CafeLiminal @damagedonegr @SturmLLiouville @91996340e81d45a @weather_talk Just don’t reply until he sends something Ghanaian showing that Kelvin is metric
1377600146112937988;"@SMRiveraVasquez @patricklee6669 @Lollardfish And don't forget about Massachusetts Democratic Rep. Barney Frank who admitted a lengthy relationship with a male hooker he hired as a personal assistant who  was also running a bisexual prostitution service out of Frank's apartment. 

Good times!🙃"
1377599868806500361;@mentalmal1 Netflix
1377595779548905473;"@mentalmal1 Seaspiracy puts everything else into perspective 
Very powerful documentary I thought"
1377528751018270724;@mentalmal1 @KampLkamp @MorseBart @RickLazzarini @Schrdin79008382 @DawnTJ90 @VoiceofReasonNY @Veritatis2021 @suffect @Convict025 @BJChippindale @drochir_thonnuk @Climatehope2 @GregTruman4 @KeillerDon @canncr @moonrakin @fergustp @modelerr @d_e_mol @freeman9547 @johnson_wrjohn1 @EDavidAn @steve_niemiec @FChecker76 @Robert76907841 @ejwwest @ClimateSkeptic4 @LochChesney @FeralFox3 @Youcantbeserio6 @morme1 @ZSRenn @RHMcK1 @Bos77 @MhehedZherting @EdBohman @JackFord54 @LesJohnsonHrvat @aDissentient @PorchProgram @BrexitMania @Robin_Hagues @rpini @HiFiWhiPhi @BrianTu85458331 @quieroserabuela @timoteo0167 @EcoSenseNow @OLDDYNAMITE Not the ones I've seen. I only back winners.
