status_id;text
1386214863177879557;"@inavdeepsingh @KumariRukshmani @pantlp @zeerajasthan_ @SonuSood @avinashkalla @RajSampark @DrKumarVishwas @covid19help_ @srinivasiyc @IYC Hi inavdeepsingh - Compiled list of available resources for getting in touch with COVID-19 recovered plasma donors

Daily COVID-19 trends as of 25 Apr 12PM 🇮🇳:
+ve: 0🔼
Recovery: 0🔼
Death: 0🔼
Tot. Active: 2674287🔼
TPR (L7D Avg): 19.3🔼

#coronavirus https://t.co/kiTf2OGp8c"
1386214858039996416;Our health workers and doctors are currently fighting a major battle against #COVID19. In the past one year, they have had several kinds of experiences about the pandemic: PM Narendra Modi in #MannKiBaat
1386214853199765504;"Can South Africans be truly free without access to a COVID-19 vaccine?

On Freedom Day, watch DA Leader, John Steenhuisen and Nelson Mandela Bay Mayor, Nqaba Bhanga address the nation live from Nelson Mandela Bay. 🇿🇦

Live stream it on our digital platforms!

#VaccineNow https://t.co/swV3EfeyhH"
1386214851173888001;Don't do this. Being asked to wear a mask in a pandemic *when everyone else is too* is not racial hatred. https://t.co/QF83jFKULo
1386214838641197057;"Coronavirus Covid-19  World Map for New Cases per 1 million of citizens
4/24/2021

More insights:
https://t.co/2y5Pnw07oL

#coronavirus #COVID19  #COVID2019 #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #Covid19usa #Covid_19 #corona #covid19us #covid19uk https://t.co/x1G05mqHCf"
1386214823927566340;As Covid-19 Devastates India, Deaths Go Undercounted https://t.co/bImIvSvRB6
1386214838607679489;CNN correspondent visits Mississippi county experiencing vaccine hesitancy https://t.co/1dVVQ5LsYW
1386214835629617152;once again thinking about diluc wearing a lil fatui mask https://t.co/bJCnNNbbDo
1386214835617153024;Elderly, recently recovered from Covid, dies three hours after the vaccine #Pfizer . Exhibited in the Public Prosecutor's Office a https://t.co/NyBVvvxb3c
1386214518699737089;"Flu kills every year. 
Pro Mask should wear Forever a Mask. 
Or Is Just hypocrisy"
1386214578787323907;"Here is Boris lying, on the BBC. Why would he do that? He knows its a lie, its here on the Government website...

 Adverse Reactions for Pfizer and 
AstraZeneca  624,633 reported reactions, 835 deaths shortly after vaccination...

https://t.co/uFxDBDchOv https://t.co/KXHnBf7lvq"
1386214834262482948;"@thetimes Here is Boris lying, on the BBC. Why would he do that? He knows its a lie, its here on the Government website...

 Adverse Reactions for Pfizer and 
AstraZeneca  624,633 reported reactions, 835 deaths shortly after vaccination...

https://t.co/uFxDBDchOv https://t.co/KXHnBf7lvq"
1386214730365296640;"@thetimes Here is Boris lying, on the BBC. Why would he do that? He knows its a lie, its here on the Government website...

 Adverse Reactions for Pfizer and 
AstraZeneca  624,633 reported reactions, 835 deaths shortly after vaccination...

https://t.co/uFxDBDchOv https://t.co/KXHnBf7lvq"
1386214832991522818;"@littlebirdwoman @thelucyjohnston @VanessaBails @rwjdingwall @CebmOxford Did you go around blaming everyone who doesn't wear a mask or doesn't take the flu vaccine? Or did you just accept that you were unfortunate to get sick and focus on getting better?
Would you expect us to lockdown every flu season, just because you got sick once?
Selfish much?!"
1386214832337260544;"""Spanish police arrested a man for spreading the coronavirus to 22 people."" by BY BRYAN PIETSCH via NYT https://t.co/070FgHGINJ"
1386214799277760513;"""The U.S. is under pressure to release vaccine supplies amid India’s deadly virus surge."" by BY SOMINI SENGUPTA via NYT https://t.co/zZwVWGoorA"
1386214812493942784;"""At least 23 people died in a fire at a Baghdad hospital that treated Covid-19 patients."" by BY THE NEW YORK TIMES via NYT https://t.co/dDNH3bAtPW"
1386214824795856898;"""New Zealand hosts 50,000 fans in its largest concert since the pandemic began."" by BY NATASHA FROST via NYT https://t.co/RP60urMPqe"
1386214818286292994;Opinion | The World Needs Many More Coronavirus Vaccines - The New York Times https://t.co/cWjh69fWtr
1386214813441921025;@Brit9er @HHepplewhite I’m sure the mask lovers would find a way
1386214809151102978;@OwenJones84 I was on the tube yesterday and got shouted that “I was F’ing idiot” for wearing a mask by one of them. I’m an ICU nurse in London. He genuinely scared me, so much anger towards me and the people in the carriage.
1386214806424801282;@Dollarmac1 🤣🤣🤣🤣or he is already wearing the mask elsewhere
1386214802578542594;"@poojabeditweets You have completely lost it. Covid is spreading miserably. People are dying of covid, no bed &amp; oxygen in hospitals. And you are saying people should come out from their house ,without mask &amp; enjoy their life. Think before you speak."
1386214801114902528;"I went to Greenwich Park yesterday and I saw 3 people. THREE! Take off their mask to either sneeze or cough. I don't understand the mind set. 

Tbf, one man who did it was then scolded by his wife and she told him he was an idiot😂"
1386214237895282688;"I hate when people complain about others during this pandemic but I do have one particular bug bear that drives me insane and that's people who take off their mask to cough or sneeze. 

Like. Do you not understand the purpose of the mask???"
1386214790331199489;@JimMFelton He's wearing a negative mask. The one thing that needs to be masked is open, and everything else is covered. What an idea.
1386214786547867651;"*#Covid 19 pandemic in India exists*

Le Indians* : Joe biden so bad👎 , he doesn't provide vaccine raw materials to us that are not even needed for production of covisheild and Covaxin while our politicians are working 25 hours a day to save us 👌"
1386214782609477636;CDC Recommends That Pregnant People Get A Covid-19 Vaccine https://t.co/eUTM5fsiXd https://t.co/oTYt67ThA3
1386214781112123393;"Last week, he celebrated the 200th million vaccine shot administered and Covid deaths have fallen dramatically

 https://t.co/crda0bb2Lp"
1386214781040791552;Botox Not Needed.... Thank You, Mask https://t.co/n6vlJ2yVaL
1386214773595938821;For just a moment I feel like Zayn. We wore the same mask 😷. https://t.co/gZbJt50SG6
1386214770592960515;Newsletter Apr 25 “Coronavirus (COVID-19): what you need to do” #Woolwich #SE18 https://t.co/ahmvGOsw7C
1386214769149956098;"I am hearing reports there may be an anti-mask rally at @TheForks tomorrow. Really hope @wpgpolice are there to hand out tickets and enforce people's safety (one can dream, right?)

Stay safe friends, and please avoid #TheForks #Winnipeg. #CovidMB"
1386214768739078145;@gathertonourish YES! ❤️  Checked for an update and uplifted me to hear your momma is fighting back so hard. This meant so much especially when I was feeling low—a hateful covidiot said tonight he hoped I’d die of either Covid or an AZ blood clot because I asked him to wear his mask properly.
1386214761860378625;"and of course there will always be men who will shock you, surprise you, let you down; but surely, if we’re just looking at sheer numbers, all of them are not that good at pretending, and certainly not for all that long. the mask will slip."
1386214760002240513;You're social distancing, right? Stayin' inside? It's for the best, Wear your mask, wash your hands for 20 seconds, etc. Thanks for doing your part to keep others (and yourself) safe!
1386214758991294464;"Let general public 
1. Step out only if it is a must
2. Wear mask- 3 ply cloth or surgical plus simple cloth
3. Maintain social distance
4. Get vaccinated. maintain social distancing at ctr
5. Get tested for covid soon if any symptoms.
6. Not spread rumors or  unverified messages"
1386214753329090566;International cooperation, not politics, will end the pandemic. Countries must be 100% transparent and waive or suspend all #COVID19 vaccine patents! VOW to protect humanity and #VaccinateOurWorld now! Visit https://t.co/Sj7H3qBJ8N to #VOWnow! https://t.co/cOgTooepvH
1386214753320636418;@mikemcmannmd @HughDalton20 thats not how vaccines are developed but anyway. you don't get someone of the street who has the virus and hey presto, you have a vaccine. you are aware that kiwi labs helped to unlock the genome sequence of covid back when we were in lockdown and had no cases?
1386214752129634304;International cooperation, not politics, will end the pandemic. Countries must be 100% transparent and waive or suspend all #COVID19 vaccine patents! VOW to protect humanity and #VaccinateOurWorld now! Visit https://t.co/7QGph7qEkm to #VOWnow! https://t.co/tF2NUgeN9G
1386214751500390400;@mutuma_mathiu @RAbdiAnalyst Following the @MOH_Kenya guidelines, wearing the mask, social distance, sanitizing/washing hands, observing all measures put in place, and herd vaccination
1386214750300823553;@loudmouthman Went to Tesco yesterday a 30ish year old guy was wearing a pair of Rayban type sunglasses to protect his eyes from the intense lighting inside the store, yet failed to wear a mask, I just hope he could here people muttering F****** tosser as he walked pass them.
1386214747138265090;@LisaTipping1 https://t.co/4bwUwaJvha  it seems to have been kept quiet
1386214745829781506;DMRegister: Iowans' demand for COVID-19 shots has slumped after surging in early April, when the state opened eligibility to everyone 16 or older. https://t.co/k6jgsSuWv4
1386214736866562059;As #Covid19 Devastates #India, #Deaths Go Undercounted https://t.co/6MQI658icx
1386214649150906370;"In early March, India's health minister Harsh Vardhan declared the country was ""in the endgame"" of the Covid-19 pandemic.

#मोदी_का_सिस्टम_ले_डूबा

https://t.co/vxcxXrJh1T"
1386214722475675652;"'How can you laugh?': Priyanka Gandhi slams PM Modi as COVID-19 pandemic poses growing challenge for India | freepressjournal
#मोदी_का_सिस्टम_ले_डूबा
 https://t.co/yIvQRVPrs2"
1386214520721313794;"Even as more and more of our people get infected by the virus, all that the Modi govt is focused on is face-saving &amp; patch-work.

How much more devastation should India suffer before they step up to their duties?
#मोदी_का_सिस्टम_ले_डूबा
https://t.co/VwrfNkBAfT"
1386214721834135556;New post (Anthony Fauci Delivers Short, Sharp Shutdown Of GOP Senator's Vaccine Doubt Bluster) has been published on Truck Fump - https://t.co/iCQrPbyH13
1386214718507999236;"Covid deaths in USA 571K
Covid deaths in India 190K

All deaths due to Chinese Virus is nothing to be proud of. https://t.co/6gkmXh2Dx9"
1386214714556833793;"Just saw a guy pull down his mask to use his phone

As in type a message, not talk.

He pulled down his mask to use his fingers what the hell my mans"
1386214713995010053;"""Six years ago, volunteers from @NepalRedCross provided rescue and relief services to thousands of people affected by a devastating earthquake. ⛑

Today, they are responding to the #Covid19 pandemic. 😷

This sixth year mark is a reminder that disaster can occur anytime. ❤ …"
1386214693518274562;@himantabiswa @SunPharma_Live By focussing on the very dangerous pandemic situation of COVID-19,we request the government to make a fair decision that won't harm our present mental condition.                    #cancelExamsSaveStudent                 #StudentsLivesMatter                          #make justice
1386214692876525570;"Covid 19 
A Perspective
The World Bank shows that COVID-19 is a project that is planned to continue until… end of March 2025! So the intention is to continue it for another FIVE YEARS. 

https://t.co/nfswUnRF0e"
1386214690523471876;"India Achieves A Landmark In Cumulative Vaccination Coverage; More Than 14 Crore COVID-19 Vaccine Doses Administered
#India #coronavirus #Covid_19 #CovidVaccine #TenNewsDotIn

Read Story @TenNewsDotIn @tennewslive @vijaychowk @noida_news_info  https://t.co/riwuHsnGNB"
1386214687747059712;Wearing a mask and glasses when you're reprimanding someone really makes your authority fall flat. You try and look serious when your glasses keep steaming up.
1386214680419393536;"People don't realise but we are at war
Your armour is your mask 
Aur jo covid se Marta hai vo Sahid/martyr  hai"
1386214675243839488;As Covid-19 Devastates India, Deaths Go Undercounted https://t.co/UcdyaIfmrf
1386214583220715521;Anyone 16 and older living in L.A. can get the COVID-19 vaccine this weekend, while supplies last https://t.co/jJ7QhkYVu8
1386214673444483072;@KJ007pcmc @TucsonMelissa Good point I’m sure the fascists at Disney don’t account for cycle Thresholds w/PCR test not do they count natural immunity as tested w https://t.co/pgV1qxlwyp or by https://t.co/5l9KxJaFJg even so you still have to have a mask. For an extra $1000 you get anal swabs every night!
1386214668365033473;This is a murder mask https://t.co/t85bLJQ70A https://t.co/vOgHjXqlnD
1386214666917974029;"Hey Australia! 

Can y’all get your #Covid vaccines when you’re called?  I REALLY want mine so we can open the borders and travel overseas again.  

Otherwise, can we open up the vaccine program for all so the people who actually want the vaccine can get it ASAP?"
1386214656226779136;"""Doctors &amp; scientists are racing to solve this medical mystery, w/ good reason. If 1st act of the pandemic was the tragic death toll, 2d act #longCovid #covidlong is rapidly becoming 1 OF THE MOST PERVASIVE health crises of the modern age"" 
v/ @Daltmann10 https://t.co/Xllz0ZHqw2"
1386214651780816897;What do we know about new #COVID19 variants? Where do they come from, how do particular variants influence transmission, severity, and immunity? How might this affect the future of the pandemic? @nikkixnabavi and @Juliet_hd report #CovidUnknowns https://t.co/YU5BGa3NRt
1386214650140790786;you got gas you're blaming it on your 2nd covid vaccine lmao
1386214649826144263;@petervenkman123 Nobody cared who I was until I put on the mask
1386214648077176834;"My brother is very critical in ICU in noida and needs hfno (high flow nasal oxygen) mask urgently.

Can someone please help?
@noidapolice @myogiadityanath @SonuSood @BJP4Delhi @MohdAhtishamAh1"
1386214647670390784;@NHSMillion All NHS staff have worked so hard to save out loved ones. We cant thank them enough. Another wave of infection is avoidable if ppl just think before they mix with anybody else without wearing a mask should know better. Our NHS staff need a break. 🤞🤞
1386214642821734402;"Covid-19 Details
#Always wear Mask😷
#Stay Home to break the Chain🏡
#Don't Spit in public places🏥
#Don't touch your Nose👃 n Eyes👀
#Wash your hands regularly🤝
#Maintain Social Distance 
@CMO_Odisha
@MoSarkar5T
@HFWOdisha
@IPR_Odisha 
#OdishaFightsCorona
#OdishaCares https://t.co/IRhvpDMfMc"
1386214639869038592;COVID-19: Oxford Street shoppers heckled over face masks as thousands protest coronavirus rules in London - Sky News - https://t.co/AK070laO4N #Protest #Resist
1386214634730962944;One incident that still amazes me is the day police arrested me and my friend at an outdoor bar for Covid violation, and they took us to the station told us to take off our face mask and put us in a cell with over 30 people. We paid 20k each that night to become Covid compliant.
1386214634374455296;"The situation is being worst day by day.

Wear Mask😷
Follow SOPs

Stay home Stay Safe

Be a responsible Citizen🤝🏻"
1386214633028030467;"There's another virus coming after covid-19. It's called BeeJayPee-24. To prevent it from spreading, just press the right goddamn button. No mask needed. 

#coronavirus #bjp #GetWellSoonPM #Corona #COVID19 #BreakTheChain #Covid_19 #COVID #MannKiBaat"
1386214633011236864;"#GetWellSoonPM
What is your problem/issues bro &amp; opposition parties &amp; their leaders/people&amp; govt &amp; when Central Government is already trying very hard/best to preserve/safe lives of people &amp; trying its best to control covid 19 pandemic in most effective &amp; efficient manner etc"
1386214623125377031;@4Reincarnation @Legendarybeepa @ohfairmaiden The policing bill is completely separate to mask wearing. Wearing masks and vaccinating saves lives! And nobody is going to force you to go abroad or attend large gatherings where a vaccine passport would be required.
1386214614514376711;"@chetan_bhagat Even science is advising one to boost immunity, safe distancing, protective gear (Mask) &amp; cleanliness. Majority of population is not against Vaccination. Where did you find PseudoScience and relating them to Unscientific Hindus? Resistance is natural."
1386214613423951873;@50cent @SnoopDogg @50cent look like his ear about to get cut off from that tight ass mask lol. Snoop without one and 50 mask removing all blood circulation to his ear lol
1386214608789192704;"#GlobalUnityAgainstCovid19
Be united as 
The Covid-19 pandemic is one of the most dangerous challenges this world has faced in our lifetime. It is above all a human crisis with severe health and socio-economic consequences. 

@Patriot16723578
@TeamPak_Alpha https://t.co/8iyDaj2Gog"
1386214585137500161;"#GlobalUnityAgainstCovid19
Need to speed up vaccination processes to combat the pandemic of deadly Covid Virus. 
@Patriot16723578
@TeamPak_Alpha https://t.co/GeSqLmUK43"
1386213599891316742;"The United States is deeply concerned by a massive surge in coronavirus cases in India and will race additional support to the Indian government and healthcare workers, a White House spokeswoman said on Saturday.

#Coronavirus #UnitedStates https://t.co/efel4FSFiy"
1386214604674674689;"#IPL2021 | Rajasthan Royals all-rounder Chris Morris says the Covid-19 catastrophe in India has been discussed in his team multiple times and the players can feel the pain that the pandemic is causing in its deadly second wave here. 
 https://t.co/tdJ28A14Fi"
1386214589407186946;"If you are one of those who wants to help during the Covid crisis in India, but dont know how, its super easy: 

Persuade someone you know to get the vaccine. Convince the skeptics and get them jabbed."
1386214589340082177;"@AscharyaChakit It's your fault.. You should have used mask* properly and should have maintained social distancing*. Results from past have shown how much these kind of activities have effected the vital organs of the body..

P.S- *Mask covering your eyes &amp; social distancing from gadget playing."
1386214582352584706;6 things to know about the pandemic's impact on US employment https://t.co/XnXA4ECiwY #COVID19 #employment https://t.co/r4Zoxe3LsG
1386214582142730240;"We are missing u Donald Trump @DonaldJTrumpJr  
Kamla harisa and Biden are fraud

How can they stop Raw materials export to India for covid vaccine"
1386214581228474368;incase you’re interested or you have a similar problem I used this hair mask and my hair has mostly completely bounced back ☺️ https://t.co/6bULmzTABZ
1386214576115572740;I need to step out tomo. Taking mom for vaccination. Stressed. Will supply last, best way to mask up, queuing up with many people ...
1386214570973405189;"New available appointments detected!
Provider: CVS Pharmacy
City: Pasadena

Registration link: https://t.co/8a5LHT0WBf

[25-04-2021 02:04:42]"
1386214570700726273;"@endacunningham @RemindMe_OfThis in two weeks.

When there is no noticeable increase in hospitalisations, ICU admissions or death in the Galway area. Can we just admit that the vaccine has done its job and covid is now largely seasonal, and take a small risk and open up to ****"
1386214560697303040;These Uber rides with the mask.... not that fun
1386214554825232384;"This year india's election is not an election 

It's a pandemic selection 

(Corona)(covid)"
1386214553067823108;"Stay Home! Stay Safe! Wear Mask!
झोला वाले बाबा on the verge of leaving.
#GetWellSoon 
#MannKiBaat  
#दिल्ली https://t.co/Xs2nlqkHQh"
1386214541369831431;"I want to express our solidarity with the people of India as they battle a dangerous wave of COVID-19. Our prayers for a speedy recovery go to all those suffering from the pandemic in our neighbourhood and the world @ImranKhanPTI 
@TeamPak_Alpha 

 #GlobalUnityAgainstCovid19 https://t.co/0YCXJZReFm"
1386214536231882752;@CathSterner Yes, you are correct. I should have said lowest Covid case rate. https://t.co/olY7uVke9H
1386214535653167104;@CNN People who had COVID don’t need it due to natural immunization and those who haven’t gotten COVID are hesitant due to blood clotting news and all the changes Fauci made from day one. You don’t need a mask life as usual you need a mask lock down the country you need 2 masks. Etc.
1386214533513891842;"Litterally students are suffering in covid 19 pandemic.And also facing a problem to their life and creating panic due to board exam. We request to cbse to 
#Cancel12thExams28thApril 🙏🙏"
1386214532394143744;@GirlInOldSchoo2 The media has played a huge part in twisting the narrative here and focused on those people who have gotten involved with only a loose grasp of the concept and fallen back on the mask line. Most people, I’m sorry to say, have alarmingly limited intelligence.
1386214531530100736;"@hospillo That doesn't take away the message from Nigeria Jajajaga to Jajajaga reloaded. After 2o years, still same situation.

Just that the messenger did not remember to put on his mask."
1386214526660452352;"wtf is ""in-principle allocation"" ??? https://t.co/6alO5zARpy"
1386214517831454725;@daddychimmy95 Mask and jacket
1386214507245182976;"@aishpant I bet every one of those heroes walking there are still alive next week. If you think a mask is protecting against a virus..

Think again."
1386214506926313473;Anyone 16 and older living in L.A. can get the COVID-19 vaccine this weekend, while supplies last https://t.co/CGDboa0D0p
1386214500198588418;@AnnLinde Covid vaccine the other day screwed your head up even more
1386214499296940034;@colaiste @Ballyhoura @LCETBSchools Hang your heads in shame mask-enforcing teachers. The great cowards of our generation
1386214496138522624;@DrTedros What about HIV?If you managed to invent covid19 vaccine then it is time for HIV vaccine to be invented
1386214492829364224;COVID-19: What you need to know about the #coronavirus pandemic on 23 April https://t.co/sIn9Si5g0s #COVID19 https://t.co/x7DEs2jWYQ
1386214491621191684;@JoeBiden @JoeBiden We Indians help the world in every Problematic situation, we don't act for our selfishness, and one day again we will made ourself strong as per past to distribute Covid Vaccine to all world.
1386214225786245123;@JoeBiden We Indians help the world in every Problematic situation, we don't act for our selfishness, and one day again we will made ourself strong as per past to distribute Covid Vaccine to all world.
1386214491285860353;@BreesAnna @YouTube @SusanWojcicki Oh actually don't care the reason you got banned you had a short handed mic didn't keep distance and mixed unless you wore a mask shame on you.
1386214489968812033;"Yeah .... you might be a gammon idiot, but don't do this?
Some of us have lost family to Covid &amp; have family who suffocated to death being gassed at Auschwitz. Trust me hun, we can all hack 20mins in Tesco with a mask on.. shouldn't have to tell you but it's rly not the same x https://t.co/N0vb2mRgWi"
1386214474798059523;Canada secures millions of vaccine booster shots from Pfizer for the future. https://t.co/jxhDpkJns4
1386214473145495553;While Ontario's seven-day average of new COVID-19 cases has now declined for three consecutive days, the number of patients in hospitals and intensive care units continues to hit numbers not seen before in the pandemic. https://t.co/kT7AAFqIyK
1386214472856084480;@RinHaruDaily The One who’s wearing the crying laughing mask 💢‼️💢‼️💢‼️💢
1386214468519084035;@4TimothyRoberts @NPR genuinely what is your point? thats the reason they are disposable, they lose some integrity after a long period of usage because surgical/FFP masks aren't one of those extremely advanced, air-conditioned, temperature-controlled glass helmet-mask things
1386214466988216323;@TheGabrialStorm @1883Of @hewitson10 You are silly if you wear a mask outside. I’m 100% for wearing indoors but outside and anti bacterial hand wash bullshit are plain wrong.
1386214463599222786;"Urgent help needed!

Oxygen and medical supply for India Covid Pandemic!

Please DM me if you can help. 

#OxygenShortage #India #CoronavirusPandemic #Remdesivir #aiims #Clubhouse @ClubhouseBest #IndiaFightsCOVID19 https://t.co/YJQ8COrdC0"
1386214462865252352;"Fun &amp; Functional: Trying Out PESTLO’s O2 Mist, Seed Mask and Gold Cream https://t.co/14mMMRd59b"
1386214462693199875;@Nidhi I personally know people who are setting up their own places as Covid care in UP..Arranging Oxygen for them all on their own expenses and here India has a Government saying they have vaccine free for people above 45..They simply expect others below 45 to die..Shame on them.
1386214461355200512;@leoniedelt Again refusing to see the flaws to real world data to support them. Then in the real world people ignore social distancing as the have a mask on. They are simply counter productive.
1386214460235292672;Covid-19 We will soon overcome JoeBiden's @POTUS Covid vaccine raw material embargo with an indigenous alternative and shld forgive him ,but we should never forget what he did to us at the time of severe crises when hundreds of our brethren were dying of the scourge.
1386214459966836740;@gandhimohanr12 vo theek hai par aisa pictures upload mat karo its not good. Or Caste voting puri india me hai bjp me ni h sirf. Covid se mr rhe h log qki log khud eske responsible h na mask na santizer. Muslim to kabhi vote ni ky bjp eske bre me bhow2 kr
